Entity	 X(m)	 Y(m)	 Z(m)	Node ID	
Mesh Node 4334	0.56	-0.23	0.	5787	
Mesh Node 4335	0.56	-0.22	0.	5756	
Mesh Node 4336	0.56	-0.21	0.	5729	
Mesh Node 4337	0.56	-0.19	0.	5949	
Mesh Node 4338	0.56	-6.e-002	0.	5686	
Mesh Node 4339	0.56	6.e-002	0.	11759	
Mesh Node 4340	0.56	-0.5	0.	203	
Mesh Node 4341	0.56	-0.25	0.	447	
Mesh Node 4342	0.56	0.31	0.	4012	
Mesh Node 4343	0.56	-5.e-002	0.	5694	
Mesh Node 4344	0.56	-4.e-002	0.	5882	
Mesh Node 4345	0.56	-3.e-002	0.	5928	
Mesh Node 4346	0.56	-2.e-002	0.	5892	
Mesh Node 4347	0.56	-1.e-002	0.	5812	
Mesh Node 4348	0.56	6.163e-033	0.	793	
Mesh Node 4349	0.56	1.e-002	0.	11683	
Mesh Node 4350	0.56	2.e-002	0.	11689	
Mesh Node 4351	0.56	3.e-002	0.	11583	
Mesh Node 4352	0.56	4.e-002	0.	11544	
Mesh Node 4353	0.56	5.e-002	0.	11504	
Mesh Node 4354	0.56	7.e-002	0.	11500	
Mesh Node 4355	0.56	8.e-002	0.	11690	
Mesh Node 4356	0.56	9.e-002	0.	11499	
Mesh Node 4357	0.56	0.1	0.	11734	
Mesh Node 4358	0.56	0.11	0.	11498	
Mesh Node 4359	0.56	0.12	0.	11709	
Mesh Node 4360	0.56	0.13	0.	11698	
Mesh Node 4361	0.56	0.14	0.	11749	
Mesh Node 4362	0.56	0.15	0.	11758	
Mesh Node 4363	0.56	0.16	0.	11497	
Mesh Node 4364	0.56	0.17	0.	11701	
Mesh Node 4365	0.56	0.18	0.	11699	
Mesh Node 4366	0.56	0.19	0.	11496	
Mesh Node 4367	0.56	0.27	0.	4239	
Mesh Node 4368	0.56	0.28	0.	4260	
Mesh Node 4369	0.56	0.29	0.	4208	
Mesh Node 4370	0.56	0.2	0.	11501	
Mesh Node 4371	0.56	0.26	0.	4186	
Mesh Node 4372	0.56	0.3	0.	4016	
Mesh Node 4373	0.56	0.21	0.	11533	
Mesh Node 4374	0.56	0.22	0.	11566	
Mesh Node 4375	0.56	0.23	0.	11602	
Mesh Node 4376	0.56	0.24	0.	11650	
Mesh Node 4377	0.56	0.25	0.	757	
Mesh Node 4378	0.56	0.32	0.	4011	
Mesh Node 4379	0.56	0.33	0.	4192	
Mesh Node 4380	0.56	0.34	0.	4261	
Mesh Node 4381	0.56	0.35	0.	4243	
Mesh Node 4382	0.56	0.36	0.	4010	
Mesh Node 4383	0.56	0.37	0.	4268	
Mesh Node 4384	0.56	0.38	0.	4009	
Mesh Node 4385	0.56	0.39	0.	4242	
Mesh Node 4386	0.56	0.4	0.	4267	
Mesh Node 4387	0.56	0.41	0.	4008	
Mesh Node 4388	0.56	0.42	0.	4007	
Mesh Node 4389	0.56	0.43	0.	4269	
Mesh Node 4390	0.56	0.44	0.	4006	
Mesh Node 4391	0.57	-0.57	0.	14860	
Mesh Node 4392	0.57	-0.56	0.	14859	
Mesh Node 4393	0.57	-0.58	0.	14864	
Mesh Node 4394	0.57	-0.55	0.	14863	
Mesh Node 4395	0.57	-0.45	0.	13206	
Mesh Node 4396	0.57	-0.44	0.	13186	
Mesh Node 4397	0.57	-0.43	0.	13202	
Mesh Node 4398	0.57	-0.42	0.	13404	
Mesh Node 4399	0.57	-0.41	0.	13201	
Mesh Node 4400	0.57	-0.4	0.	13411	
Mesh Node 4401	0.57	-0.39	0.	13200	
Mesh Node 4402	0.57	-0.38	0.	13430	
Mesh Node 4403	0.57	-0.62	0.	225	
Mesh Node 4404	0.57	-0.37	0.	13199	
Mesh Node 4405	0.57	-0.61	0.	14918	
Mesh Node 4406	0.57	-0.6	0.	14892	
Mesh Node 4407	0.57	-0.59	0.	14874	
Mesh Node 4408	0.57	-0.46	0.	13228	
Mesh Node 4409	0.57	-0.36	0.	13408	
Mesh Node 4410	0.57	-0.35	0.	13198	
Mesh Node 4411	0.57	-0.34	0.	13431	
Mesh Node 4412	0.57	-0.33	0.	13197	
Mesh Node 4413	0.57	-0.32	0.	13413	
Mesh Node 4414	0.57	-0.31	0.	13185	
Mesh Node 4415	0.57	-0.3	0.	13205	
Mesh Node 4416	0.57	-0.29	0.	13219	
Mesh Node 4417	0.57	-0.54	0.	14970	
Mesh Node 4418	0.57	-0.53	0.	14884	
Mesh Node 4419	0.57	-0.52	0.	14966	
Mesh Node 4420	0.57	-0.51	0.	14939	
Mesh Node 4421	0.57	-0.49	0.	13372	
Mesh Node 4422	0.57	-0.48	0.	13307	
Mesh Node 4423	0.57	-0.47	0.	13270	
Mesh Node 4424	0.57	-0.28	0.	13254	
Mesh Node 4425	0.57	-0.27	0.	13290	
Mesh Node 4426	0.57	-0.26	0.	13341	
Mesh Node 4427	0.57	-0.24	0.	5844	
Mesh Node 4428	0.57	-0.23	0.	5786	
Mesh Node 4429	0.57	-0.22	0.	5755	
Mesh Node 4430	0.57	-0.21	0.	5728	
Mesh Node 4431	0.57	-0.2	0.	5715	
Mesh Node 4432	0.57	-0.19	0.	5704	
Mesh Node 4433	0.57	-0.18	0.	5703	
Mesh Node 4434	0.57	-0.17	0.	5702	
Mesh Node 4435	0.57	-0.16	0.	5936	
Mesh Node 4436	0.57	-0.15	0.	5701	
Mesh Node 4437	0.57	-0.14	0.	5927	
Mesh Node 4438	0.57	-0.13	0.	5700	
Mesh Node 4439	0.57	-0.12	0.	5908	
Mesh Node 4440	0.57	-0.11	0.	5699	
Mesh Node 4441	0.57	-1.e-001	0.	5877	
Mesh Node 4442	0.57	-9.e-002	0.	5698	
Mesh Node 4443	0.57	-8.e-002	0.	5899	
Mesh Node 4444	0.57	-7.e-002	0.	5697	
Mesh Node 4445	0.57	-6.e-002	0.	5921	
Mesh Node 4446	0.57	-0.5	0.	202	
Mesh Node 4447	0.57	-0.25	0.	446	
Mesh Node 4448	0.57	-5.e-002	0.	5714	
Mesh Node 4449	0.57	-4.e-002	0.	5719	
Mesh Node 4450	0.57	-3.e-002	0.	5743	
Mesh Node 4451	0.57	-2.e-002	0.	5774	
Mesh Node 4452	0.57	-1.e-002	0.	5813	
Mesh Node 4453	0.57	5.1358e-033	0.	792	
Mesh Node 4454	0.57	1.e-002	0.	11682	
Mesh Node 4455	0.57	2.e-002	0.	11733	
Mesh Node 4456	0.57	3.e-002	0.	11582	
Mesh Node 4457	0.57	4.e-002	0.	11692	
Mesh Node 4458	0.57	5.e-002	0.	11522	
Mesh Node 4459	0.57	6.e-002	0.	11503	
Mesh Node 4460	0.57	7.e-002	0.	11518	
Mesh Node 4461	0.57	8.e-002	0.	11731	
Mesh Node 4462	0.57	9.e-002	0.	11517	
Mesh Node 4463	0.57	0.1	0.	11516	
Mesh Node 4464	0.57	0.11	0.	11515	
Mesh Node 4465	0.57	0.12	0.	11729	
Mesh Node 4466	0.57	0.13	0.	11514	
Mesh Node 4467	0.57	0.14	0.	11717	
Mesh Node 4468	0.57	0.15	0.	11513	
Mesh Node 4469	0.57	0.16	0.	11752	
Mesh Node 4470	0.57	0.17	0.	11512	
Mesh Node 4471	0.57	0.18	0.	11739	
Mesh Node 4472	0.57	0.19	0.	11502	
Mesh Node 4473	0.57	0.2	0.	11521	
Mesh Node 4474	0.57	0.21	0.	11534	
Mesh Node 4475	0.57	0.26	0.	4185	
Mesh Node 4476	0.57	0.27	0.	4120	
Mesh Node 4477	0.57	0.28	0.	4090	
Mesh Node 4478	0.57	0.29	0.	4055	
Mesh Node 4479	0.57	0.3	0.	4035	
Mesh Node 4480	0.57	0.31	0.	4015	
Mesh Node 4481	0.57	0.32	0.	4031	
Mesh Node 4482	0.57	0.33	0.	4030	
Mesh Node 4483	0.57	0.34	0.	4029	
Mesh Node 4484	0.57	0.35	0.	4212	
Mesh Node 4485	0.57	0.36	0.	4028	
Mesh Node 4486	0.57	0.37	0.	4257	
Mesh Node 4487	0.57	0.38	0.	4027	
Mesh Node 4488	0.57	0.39	0.	4222	
Mesh Node 4489	0.57	0.4	0.	4026	
Mesh Node 4490	0.57	0.41	0.	4258	
Mesh Node 4491	0.57	0.42	0.	4025	
Mesh Node 4492	0.57	0.43	0.	4247	
Mesh Node 4493	0.57	0.44	0.	4014	
Mesh Node 4494	0.57	0.22	0.	11568	
Mesh Node 4495	0.57	0.23	0.	11603	
Mesh Node 4496	0.57	0.24	0.	11651	
Mesh Node 4497	0.57	0.25	0.	756	
Mesh Node 4498	0.58	-0.58	0.	14871	
Mesh Node 4499	0.58	-0.57	0.	14870	
Mesh Node 4500	0.58	-0.56	0.	14959	
Mesh Node 4501	0.58	-0.55	0.	14868	
Mesh Node 4502	0.58	-0.62	0.	224	
Mesh Node 4503	0.58	-0.61	0.	14917	
Mesh Node 4504	0.58	-0.6	0.	14960	
Mesh Node 4505	0.58	-0.59	0.	14975	
Mesh Node 4506	0.58	-0.54	0.	14971	
Mesh Node 4507	0.58	-0.45	0.	13230	
Mesh Node 4508	0.58	-0.44	0.	13229	
Mesh Node 4509	0.58	-0.43	0.	13227	
Mesh Node 4510	0.58	-0.42	0.	13424	
Mesh Node 4511	0.58	-0.41	0.	13226	
Mesh Node 4512	0.58	-0.4	0.	13429	
Mesh Node 4513	0.58	-0.39	0.	13225	
Mesh Node 4514	0.58	-0.38	0.	13386	
Mesh Node 4515	0.58	-0.37	0.	13224	
Mesh Node 4516	0.58	-0.53	0.	14885	
Mesh Node 4517	0.58	-0.46	0.	13235	
Mesh Node 4518	0.58	-0.36	0.	13399	
Mesh Node 4519	0.58	-0.35	0.	13223	
Mesh Node 4520	0.58	-0.34	0.	13387	
Mesh Node 4521	0.58	-0.33	0.	13222	
Mesh Node 4522	0.58	-0.32	0.	13419	
Mesh Node 4523	0.58	-0.31	0.	13221	
Mesh Node 4524	0.58	-0.3	0.	13220	
Mesh Node 4525	0.58	-0.29	0.	13234	
Mesh Node 4526	0.58	-0.52	0.	14957	
Mesh Node 4527	0.58	-0.51	0.	14940	
Mesh Node 4528	0.58	-0.49	0.	13371	
Mesh Node 4529	0.58	-0.48	0.	13306	
Mesh Node 4530	0.58	-0.47	0.	13269	
Mesh Node 4531	0.58	-0.28	0.	13255	
Mesh Node 4532	0.58	-0.27	0.	13291	
Mesh Node 4533	0.58	-0.26	0.	13342	
Mesh Node 4534	0.58	-0.24	0.	5843	
Mesh Node 4535	0.58	-0.23	0.	5785	
Mesh Node 4536	0.58	-0.22	0.	5753	
Mesh Node 4537	0.58	-0.21	0.	5739	
Mesh Node 4538	0.58	-0.2	0.	5727	
Mesh Node 4539	0.58	-0.19	0.	5726	
Mesh Node 4540	0.58	-0.18	0.	5875	
Mesh Node 4541	0.58	-0.17	0.	5725	
Mesh Node 4542	0.58	-0.16	0.	5904	
Mesh Node 4543	0.58	-0.15	0.	5724	
Mesh Node 4544	0.58	-0.14	0.	5888	
Mesh Node 4545	0.58	-0.13	0.	5723	
Mesh Node 4546	0.58	-0.12	0.	5934	
Mesh Node 4547	0.58	-0.11	0.	5722	
Mesh Node 4548	0.58	-1.e-001	0.	5876	
Mesh Node 4549	0.58	-9.e-002	0.	5721	
Mesh Node 4550	0.58	-8.e-002	0.	5939	
Mesh Node 4551	0.58	-7.e-002	0.	5720	
Mesh Node 4552	0.58	-6.e-002	0.	5893	
Mesh Node 4553	0.58	-5.e-002	0.	5718	
Mesh Node 4554	0.58	-4.e-002	0.	5738	
Mesh Node 4555	0.58	-0.5	0.	201	
Mesh Node 4556	0.58	-0.25	0.	445	
Mesh Node 4557	0.58	-3.e-002	0.	5744	
Mesh Node 4558	0.58	-2.e-002	0.	5777	
Mesh Node 4559	0.58	-1.e-002	0.	5814	
Mesh Node 4560	0.58	4.1087e-033	0.	791	
Mesh Node 4561	0.58	1.e-002	0.	11681	
Mesh Node 4562	0.58	2.e-002	0.	11697	
Mesh Node 4563	0.58	3.e-002	0.	11707	
Mesh Node 4564	0.58	4.e-002	0.	11549	
Mesh Node 4565	0.58	5.e-002	0.	11543	
Mesh Node 4566	0.58	6.e-002	0.	11542	
Mesh Node 4567	0.58	7.e-002	0.	11541	
Mesh Node 4568	0.58	8.e-002	0.	11719	
Mesh Node 4569	0.58	9.e-002	0.	11540	
Mesh Node 4570	0.58	0.1	0.	11751	
Mesh Node 4571	0.58	0.11	0.	11742	
Mesh Node 4572	0.58	0.12	0.	11715	
Mesh Node 4573	0.58	0.13	0.	11539	
Mesh Node 4574	0.58	0.14	0.	11723	
Mesh Node 4575	0.58	0.15	0.	11538	
Mesh Node 4576	0.58	0.16	0.	11700	
Mesh Node 4577	0.58	0.17	0.	11537	
Mesh Node 4578	0.58	0.18	0.	11713	
Mesh Node 4579	0.58	0.19	0.	11536	
Mesh Node 4580	0.58	0.2	0.	11535	
Mesh Node 4581	0.58	0.21	0.	11548	
Mesh Node 4582	0.58	0.26	0.	4184	
Mesh Node 4583	0.58	0.27	0.	4119	
Mesh Node 4584	0.58	0.28	0.	4089	
Mesh Node 4585	0.58	0.29	0.	4061	
Mesh Node 4586	0.58	0.3	0.	4056	
Mesh Node 4587	0.58	0.31	0.	4195	
Mesh Node 4588	0.58	0.32	0.	4054	
Mesh Node 4589	0.58	0.33	0.	4202	
Mesh Node 4590	0.58	0.34	0.	4053	
Mesh Node 4591	0.58	0.35	0.	4237	
Mesh Node 4592	0.58	0.36	0.	4221	
Mesh Node 4593	0.58	0.37	0.	4241	
Mesh Node 4594	0.58	0.38	0.	4052	
Mesh Node 4595	0.58	0.39	0.	4224	
Mesh Node 4596	0.58	0.4	0.	4051	
Mesh Node 4597	0.58	0.41	0.	4204	
Mesh Node 4598	0.58	0.42	0.	4050	
Mesh Node 4599	0.58	0.43	0.	4218	
Mesh Node 4600	0.58	0.44	0.	4049	
Mesh Node 4601	0.58	0.22	0.	11569	
Mesh Node 4602	0.58	0.23	0.	11604	
Mesh Node 4603	0.58	0.24	0.	11652	
Mesh Node 4604	0.58	0.25	0.	755	
Mesh Node 4605	0.59	-0.59	0.	14888	
Mesh Node 4606	0.59	-0.58	0.	14873	
Mesh Node 4607	0.59	-0.57	0.	14887	
Mesh Node 4608	0.59	-0.56	0.	14974	
Mesh Node 4609	0.59	-0.55	0.	14886	
Mesh Node 4610	0.59	-0.54	0.	14973	
Mesh Node 4611	0.59	-0.62	0.	223	
Mesh Node 4612	0.59	-0.6	0.	14894	
Mesh Node 4613	0.59	-0.61	0.	14916	
Mesh Node 4614	0.59	-0.47	0.	13275	
Mesh Node 4615	0.59	-0.46	0.	13268	
Mesh Node 4616	0.59	-0.45	0.	13267	
Mesh Node 4617	0.59	-0.44	0.	13266	
Mesh Node 4618	0.59	-0.43	0.	13265	
Mesh Node 4619	0.59	-0.42	0.	13264	
Mesh Node 4620	0.59	-0.41	0.	13263	
Mesh Node 4621	0.59	-0.4	0.	13397	
Mesh Node 4622	0.59	-0.39	0.	13262	
Mesh Node 4623	0.59	-0.38	0.	13417	
Mesh Node 4624	0.59	-0.53	0.	14891	
Mesh Node 4625	0.59	-0.37	0.	13261	
Mesh Node 4626	0.59	-0.48	0.	13304	
Mesh Node 4627	0.59	-0.36	0.	13436	
Mesh Node 4628	0.59	-0.35	0.	13260	
Mesh Node 4629	0.59	-0.34	0.	13259	
Mesh Node 4630	0.59	-0.33	0.	13258	
Mesh Node 4631	0.59	-0.32	0.	13435	
Mesh Node 4632	0.59	-0.31	0.	13257	
Mesh Node 4633	0.59	-0.3	0.	13256	
Mesh Node 4634	0.59	-0.29	0.	13253	
Mesh Node 4635	0.59	-0.28	0.	13274	
Mesh Node 4636	0.59	-0.27	0.	13292	
Mesh Node 4637	0.59	-0.52	0.	14906	
Mesh Node 4638	0.59	-0.51	0.	14941	
Mesh Node 4639	0.59	-0.49	0.	13370	
Mesh Node 4640	0.59	-0.26	0.	13343	
Mesh Node 4641	0.59	-0.24	0.	5842	
Mesh Node 4642	0.59	-0.23	0.	5941	
Mesh Node 4643	0.59	-0.22	0.	5771	
Mesh Node 4644	0.59	-0.21	0.	5754	
Mesh Node 4645	0.59	-0.2	0.	5895	
Mesh Node 4646	0.59	-0.19	0.	5752	
Mesh Node 4647	0.59	-0.18	0.	5947	
Mesh Node 4648	0.59	-0.17	0.	5751	
Mesh Node 4649	0.59	-0.16	0.	5883	
Mesh Node 4650	0.59	-0.15	0.	5750	
Mesh Node 4651	0.59	-0.14	0.	5945	
Mesh Node 4652	0.59	-0.13	0.	5749	
Mesh Node 4653	0.59	-0.12	0.	5942	
Mesh Node 4654	0.59	-0.11	0.	5748	
Mesh Node 4655	0.59	-1.e-001	0.	5919	
Mesh Node 4656	0.59	-9.e-002	0.	5747	
Mesh Node 4657	0.59	-8.e-002	0.	5907	
Mesh Node 4658	0.59	-7.e-002	0.	5746	
Mesh Node 4659	0.59	-6.e-002	0.	5943	
Mesh Node 4660	0.59	-5.e-002	0.	5745	
Mesh Node 4661	0.59	-4.e-002	0.	5920	
Mesh Node 4662	0.59	-0.5	0.	200	
Mesh Node 4663	0.59	-0.25	0.	444	
Mesh Node 4664	0.59	-3.e-002	0.	5770	
Mesh Node 4665	0.59	-2.e-002	0.	5890	
Mesh Node 4666	0.59	-1.e-002	0.	5815	
Mesh Node 4667	0.59	3.0815e-033	0.	790	
Mesh Node 4668	0.59	1.e-002	0.	11680	
Mesh Node 4669	0.59	2.e-002	0.	11616	
Mesh Node 4670	0.59	3.e-002	0.	11588	
Mesh Node 4671	0.59	4.e-002	0.	11581	
Mesh Node 4672	0.59	5.e-002	0.	11580	
Mesh Node 4673	0.59	6.e-002	0.	11579	
Mesh Node 4674	0.59	7.e-002	0.	11578	
Mesh Node 4675	0.59	8.e-002	0.	11577	
Mesh Node 4676	0.59	9.e-002	0.	11576	
Mesh Node 4677	0.59	0.1	0.	11712	
Mesh Node 4678	0.59	0.11	0.	11575	
Mesh Node 4679	0.59	0.12	0.	11726	
Mesh Node 4680	0.59	0.13	0.	11574	
Mesh Node 4681	0.59	0.14	0.	11757	
Mesh Node 4682	0.59	0.15	0.	11573	
Mesh Node 4683	0.59	0.16	0.	11728	
Mesh Node 4684	0.59	0.17	0.	11572	
Mesh Node 4685	0.59	0.18	0.	11755	
Mesh Node 4686	0.59	0.19	0.	11571	
Mesh Node 4687	0.59	0.2	0.	11570	
Mesh Node 4688	0.59	0.21	0.	11567	
Mesh Node 4689	0.59	0.22	0.	11587	
Mesh Node 4690	0.59	0.23	0.	11605	
Mesh Node 4691	0.59	0.27	0.	4117	
Mesh Node 4692	0.59	0.28	0.	4095	
Mesh Node 4693	0.59	0.29	0.	4088	
Mesh Node 4694	0.59	0.3	0.	4087	
Mesh Node 4695	0.59	0.31	0.	4244	
Mesh Node 4696	0.59	0.32	0.	4086	
Mesh Node 4697	0.59	0.33	0.	4252	
Mesh Node 4698	0.59	0.34	0.	4085	
Mesh Node 4699	0.59	0.35	0.	4264	
Mesh Node 4700	0.59	0.36	0.	4084	
Mesh Node 4701	0.59	0.37	0.	4216	
Mesh Node 4702	0.59	0.38	0.	4250	
Mesh Node 4703	0.59	0.39	0.	4265	
Mesh Node 4704	0.59	0.4	0.	4083	
Mesh Node 4705	0.59	0.41	0.	4240	
Mesh Node 4706	0.59	0.42	0.	4082	
Mesh Node 4707	0.59	0.43	0.	4263	
Mesh Node 4708	0.59	0.44	0.	4081	
Mesh Node 4709	0.59	0.24	0.	11653	
Mesh Node 4710	0.59	0.26	0.	4183	
Mesh Node 4711	0.59	0.25	0.	754	
Mesh Node 4712	0.6	-0.62	0.	222	
Mesh Node 4713	0.6	-0.61	0.	14915	
Mesh Node 4714	0.6	-0.6	0.	14911	
Mesh Node 4715	0.6	-0.59	0.	14910	
Mesh Node 4716	0.6	-0.58	0.	14969	
Mesh Node 4717	0.6	-0.57	0.	14909	
Mesh Node 4718	0.6	-0.56	0.	14908	
Mesh Node 4719	0.6	-0.55	0.	14907	
Mesh Node 4720	0.6	-0.54	0.	14958	
Mesh Node 4721	0.6	-0.53	0.	14905	
Mesh Node 4722	0.6	-0.52	0.	14914	
Mesh Node 4723	0.6	-0.47	0.	13305	
Mesh Node 4724	0.6	-0.46	0.	13409	
Mesh Node 4725	0.6	-0.45	0.	13303	
Mesh Node 4726	0.6	-0.44	0.	13396	
Mesh Node 4727	0.6	-0.43	0.	13302	
Mesh Node 4728	0.6	-0.42	0.	13301	
Mesh Node 4729	0.6	-0.41	0.	13300	
Mesh Node 4730	0.6	-0.4	0.	13427	
Mesh Node 4731	0.6	-0.39	0.	13299	
Mesh Node 4732	0.6	-0.38	0.	13421	
Mesh Node 4733	0.6	-0.37	0.	13298	
Mesh Node 4734	0.6	-0.51	0.	14942	
Mesh Node 4735	0.6	-0.48	0.	13312	
Mesh Node 4736	0.6	-0.36	0.	13428	
Mesh Node 4737	0.6	-0.35	0.	13297	
Mesh Node 4738	0.6	-0.34	0.	13296	
Mesh Node 4739	0.6	-0.33	0.	13295	
Mesh Node 4740	0.6	-0.32	0.	13405	
Mesh Node 4741	0.6	-0.31	0.	13294	
Mesh Node 4742	0.6	-0.3	0.	13382	
Mesh Node 4743	0.6	-0.29	0.	13293	
Mesh Node 4744	0.6	-0.28	0.	13403	
Mesh Node 4745	0.6	-0.27	0.	13311	
Mesh Node 4746	0.6	-0.49	0.	13369	
Mesh Node 4747	0.6	-0.26	0.	13344	
Mesh Node 4748	0.6	-0.24	0.	5841	
Mesh Node 4749	0.6	-0.23	0.	5807	
Mesh Node 4750	0.6	-0.22	0.	5784	
Mesh Node 4751	0.6	-0.21	0.	5783	
Mesh Node 4752	0.6	-0.2	0.	5909	
Mesh Node 4753	0.6	-0.19	0.	5905	
Mesh Node 4754	0.6	-0.18	0.	5917	
Mesh Node 4755	0.6	-0.17	0.	5894	
Mesh Node 4756	0.6	-0.16	0.	5911	
Mesh Node 4757	0.6	-0.15	0.	5782	
Mesh Node 4758	0.6	-0.14	0.	5889	
Mesh Node 4759	0.6	-0.13	0.	5781	
Mesh Node 4760	0.6	-0.12	0.	5931	
Mesh Node 4761	0.6	-0.11	0.	5932	
Mesh Node 4762	0.6	-1.e-001	0.	5887	
Mesh Node 4763	0.6	-9.e-002	0.	5780	
Mesh Node 4764	0.6	-8.e-002	0.	5918	
Mesh Node 4765	0.6	-7.e-002	0.	5935	
Mesh Node 4766	0.6	-6.e-002	0.	5880	
Mesh Node 4767	0.6	-5.e-002	0.	5779	
Mesh Node 4768	0.6	-4.e-002	0.	5778	
Mesh Node 4769	0.6	-0.5	0.	199	
Mesh Node 4770	0.6	-0.25	0.	443	
Mesh Node 4771	0.6	-3.e-002	0.	5776	
Mesh Node 4772	0.6	-2.e-002	0.	5806	
Mesh Node 4773	0.6	-1.e-002	0.	5816	
Mesh Node 4774	0.6	2.0543e-033	0.	789	
Mesh Node 4775	0.6	1.e-002	0.	11679	
Mesh Node 4776	0.6	2.e-002	0.	11623	
Mesh Node 4777	0.6	3.e-002	0.	11617	
Mesh Node 4778	0.6	4.e-002	0.	11727	
Mesh Node 4779	0.6	5.e-002	0.	11746	
Mesh Node 4780	0.6	6.e-002	0.	11736	
Mesh Node 4781	0.6	7.e-002	0.	11615	
Mesh Node 4782	0.6	8.e-002	0.	11695	
Mesh Node 4783	0.6	9.e-002	0.	11614	
Mesh Node 4784	0.6	0.1	0.	11748	
Mesh Node 4785	0.6	0.11	0.	11613	
Mesh Node 4786	0.6	0.12	0.	11743	
Mesh Node 4787	0.6	0.13	0.	11612	
Mesh Node 4788	0.6	0.14	0.	11750	
Mesh Node 4789	0.6	0.15	0.	11611	
Mesh Node 4790	0.6	0.16	0.	11610	
Mesh Node 4791	0.6	0.17	0.	11609	
Mesh Node 4792	0.6	0.18	0.	11720	
Mesh Node 4793	0.6	0.19	0.	11608	
Mesh Node 4794	0.6	0.2	0.	11607	
Mesh Node 4795	0.6	0.21	0.	11606	
Mesh Node 4796	0.6	0.22	0.	11706	
Mesh Node 4797	0.6	0.23	0.	11622	
Mesh Node 4798	0.6	0.24	0.	11654	
Mesh Node 4799	0.6	0.27	0.	4125	
Mesh Node 4800	0.6	0.28	0.	4118	
Mesh Node 4801	0.6	0.29	0.	4235	
Mesh Node 4802	0.6	0.3	0.	4231	
Mesh Node 4803	0.6	0.31	0.	4210	
Mesh Node 4804	0.6	0.32	0.	4116	
Mesh Node 4805	0.6	0.33	0.	4246	
Mesh Node 4806	0.6	0.34	0.	4232	
Mesh Node 4807	0.6	0.35	0.	4234	
Mesh Node 4808	0.6	0.36	0.	4115	
Mesh Node 4809	0.6	0.37	0.	4206	
Mesh Node 4810	0.6	0.38	0.	4114	
Mesh Node 4811	0.6	0.39	0.	4233	
Mesh Node 4812	0.6	0.4	0.	4113	
Mesh Node 4813	0.6	0.41	0.	4254	
Mesh Node 4814	0.6	0.42	0.	4112	
Mesh Node 4815	0.6	0.43	0.	4226	
Mesh Node 4816	0.6	0.44	0.	4111	
Mesh Node 4817	0.6	0.26	0.	4182	
Mesh Node 4818	0.6	0.25	0.	753	
Mesh Node 4819	0.61	-0.62	0.	221	
Mesh Node 4820	0.61	-0.61	0.	14953	
Mesh Node 4821	0.61	-0.6	0.	14952	
Mesh Node 4822	0.61	-0.59	0.	14951	
Mesh Node 4823	0.61	-0.58	0.	14950	
Mesh Node 4824	0.61	-0.57	0.	14949	
Mesh Node 4825	0.61	-0.56	0.	14948	
Mesh Node 4826	0.61	-0.55	0.	14947	
Mesh Node 4827	0.61	-0.54	0.	14946	
Mesh Node 4828	0.61	-0.53	0.	14945	
Mesh Node 4829	0.61	-0.52	0.	14944	
Mesh Node 4830	0.61	-0.51	0.	14943	
Mesh Node 4831	0.61	-0.47	0.	13366	
Mesh Node 4832	0.61	-0.46	0.	13365	
Mesh Node 4833	0.61	-0.45	0.	13364	
Mesh Node 4834	0.61	-0.44	0.	13363	
Mesh Node 4835	0.61	-0.43	0.	13362	
Mesh Node 4836	0.61	-0.42	0.	13361	
Mesh Node 4837	0.61	-0.41	0.	13360	
Mesh Node 4838	0.61	-0.4	0.	13359	
Mesh Node 4839	0.61	-0.39	0.	13358	
Mesh Node 4840	0.61	-0.38	0.	13357	
Mesh Node 4841	0.61	-0.37	0.	13356	
Mesh Node 4842	0.61	-0.48	0.	13367	
Mesh Node 4843	0.61	-0.36	0.	13355	
Mesh Node 4844	0.61	-0.35	0.	13354	
Mesh Node 4845	0.61	-0.34	0.	13353	
Mesh Node 4846	0.61	-0.33	0.	13352	
Mesh Node 4847	0.61	-0.32	0.	13351	
Mesh Node 4848	0.61	-0.31	0.	13350	
Mesh Node 4849	0.61	-0.3	0.	13349	
Mesh Node 4850	0.61	-0.29	0.	13348	
Mesh Node 4851	0.61	-0.28	0.	13347	
Mesh Node 4852	0.61	-0.27	0.	13346	
Mesh Node 4853	0.61	-0.26	0.	13345	
Mesh Node 4854	0.61	-0.49	0.	13368	
Mesh Node 4855	0.61	-0.24	0.	5840	
Mesh Node 4856	0.61	-0.23	0.	5839	
Mesh Node 4857	0.61	-0.22	0.	5838	
Mesh Node 4858	0.61	-0.21	0.	5837	
Mesh Node 4859	0.61	-0.2	0.	5836	
Mesh Node 4860	0.61	-0.19	0.	5835	
Mesh Node 4861	0.61	-0.18	0.	5834	
Mesh Node 4862	0.61	-0.17	0.	5833	
Mesh Node 4863	0.61	-0.16	0.	5832	
Mesh Node 4864	0.61	-0.15	0.	5831	
Mesh Node 4865	0.61	-0.14	0.	5830	
Mesh Node 4866	0.61	-0.13	0.	5829	
Mesh Node 4867	0.61	-0.12	0.	5828	
Mesh Node 4868	0.61	-0.11	0.	5827	
Mesh Node 4869	0.61	-1.e-001	0.	5826	
Mesh Node 4870	0.61	-9.e-002	0.	5825	
Mesh Node 4871	0.61	-8.e-002	0.	5824	
